track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3WrBkEccov25wDOcHj2laq,Calle 13,Top Latino V.6,Baile De Los Pobres,21.0,207160.0,False,0.501,0.82,11.0,-6.617,0.0,0.291,0.0868,2.62e-06,0.113,0.427,179.996,4.0,afrobeat
77r13JXhYWifX2up1zcecR,Jackie Mittoo,The Keyboard King at Studio One,Drum Song,20.0,264133.0,False,0.696,0.415,6.0,-12.57,1.0,0.0379,0.169,0.847,0.0888,0.637,95.801,4.0,afrobeat
4Q9ZdYqNIF1UhxKsrDkitE,Samuca e a Selva,Ditados Populares Dançantes,Imensidão,18.0,196343.0,False,0.758,0.803,11.0,-4.762,0.0,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,4.0,afrobeat
1nEyUPeVFCAjIywCDz2LAP,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Las Lycras del Avila,21.0,181493.0,False,0.691,0.624,0.0,-8.47,1.0,0.0358,0.32,0.67,0.0869,0.734,132.297,4.0,afrobeat
6yO6OJnhpAHAhngPB2Wb5g,Los Amigos Invisibles,Repeat After Me,Mostro,21.0,160200.0,False,0.853,0.799,9.0,-5.904,0.0,0.0344,0.159,0.0204,0.782,0.798,125.015,4.0,afrobeat
1RIhd7jjWDQwSKsbxxGArN,Calle 13;Silvio Rodríguez,MultiViral,Ojos Color Sol (feat. Silvio Rodríguez),68.0,215813.0,False,0.582,0.443,2.0,-7.816,1.0,0.0436,0.664,0.0,0.0703,0.452,78.071,4.0,afrobeat
1TdaQqgKRbiFdO15q1kv6e,Los Amigos Invisibles,Repeat After Me,La Que Me Gusta,71.0,239626.0,False,0.721,0.833,7.0,-7.469,1.0,0.0777,0.122,0.000115,0.135,0.549,100.005,4.0,afrobeat
3WXd8AWDD0oormqfYpSqJA,CalledOut Music,My Prayer (Yahweh),My Prayer (Yahweh),42.0,217446.0,False,0.583,0.31,5.0,-14.911,1.0,0.159,0.688,0.0,0.104,0.563,140.974,4.0,afrobeat
0kJg1vDAXOvuPUe4bLii7F,The Bamboos,Rawville,I Don't Wanna Stop,50.0,249200.0,False,0.69,0.775,5.0,-5.116,0.0,0.0306,0.119,0.000533,0.125,0.962,93.241,4.0,afrobeat
1tndejgd7TG98A3fhYZ8zD,Angeloh,Highway,Use Me,18.0,204638.0,False,0.581,0.491,1.0,-7.539,0.0,0.111,0.281,0.0,0.0943,0.877,126.273,5.0,afrobeat
6bsVfiqCFmdUJk0GtGd0R5,Calle 13,Residente o Visitante,Un Beso de Desayuno,20.0,290666.0,False,0.537,0.854,5.0,-5.375,0.0,0.15,0.295,0.0,0.0684,0.786,84.894,4.0,afrobeat
2BPrkxZ7JBCwTzyGyJyNaQ,La BOA,La Bestia,Vuelo Antillano,18.0,266986.0,False,0.771,0.735,9.0,-7.033,1.0,0.0376,0.0142,0.763,0.319,0.95,107.975,4.0,afrobeat
4bsl2cD0lDdXcZ0PZkz1J7,Bacao Rhythm & Steel Band,Love Like This (45 Edit),Love Like This - 45 Edit,18.0,205457.0,False,0.91,0.837,0.0,-2.343,1.0,0.0856,0.427,0.898,0.0516,0.969,101.494,4.0,afrobeat
4BgtIY3mw52U8YqwKImWPl,IFÁ;Okwei V. Odili,IFÁ Afrobeat + Okwei V. Odili,Suffer,18.0,336053.0,False,0.718,0.748,9.0,-9.315,0.0,0.0367,0.0885,5.72e-05,0.0779,0.963,99.014,4.0,afrobeat
47jJmSxhqyuGUc6VkWYBJt,IFÁ;Okwei V. Odili,IFÁ Afrobeat + Okwei V. Odili,Axé!,18.0,359173.0,False,0.712,0.728,9.0,-8.818,0.0,0.0366,0.0867,0.142,0.107,0.965,115.967,4.0,afrobeat
3NyYDbTIBwCTiW0svrcVjy,Eddie Neblett,One Way Out,Forgiveness,18.0,207674.0,False,0.496,0.594,5.0,-7.131,0.0,0.294,0.437,0.0,0.244,0.73,172.031,4.0,afrobeat
3EsHMpDnakftfaFCPctwjo,Bacao Rhythm & Steel Band,Expansions,Kaiso Noir (Bonus Track),18.0,240464.0,False,0.815,0.618,4.0,-8.167,1.0,0.0515,0.0231,0.824,0.142,0.964,119.882,4.0,afrobeat
6J2iYZyg1msLFo37600hLs,Whitefield Brothers,In The Raw,Thunderbird,18.0,242626.0,False,0.709,0.978,7.0,-4.67,1.0,0.0441,0.026,0.851,0.266,0.744,94.391,3.0,afrobeat
7vQpf3W7HaMeqjgYN1a6mu,Brownout;Brown Sabbath,Brownout Presents Brown Sabbath,Into the Void,19.0,388877.0,False,0.34,0.729,6.0,-5.995,1.0,0.0401,0.0134,0.833,0.112,0.415,154.28,4.0,afrobeat
6PJ11hU6MSUwm8aB0SYXO0,Los Amigos Invisibles,The Venezuelan Zinga Son Vol. 1,Playa Azul,21.0,279800.0,False,0.629,0.745,1.0,-8.188,1.0,0.04,0.229,0.266,0.0624,0.704,175.979,4.0,afrobeat
27C5Nl5mQgWjlFNtNiVeHc,Abayomy Afrobeat Orquestra,Abayomy,Eru,17.0,421645.0,False,0.565,0.906,2.0,-7.053,1.0,0.0957,0.0553,0.0266,0.0975,0.84,133.283,4.0,afrobeat
0ummD95aMfyssMGkd2pV6f,Los Amigos Invisibles,Something,Something,21.0,215205.0,False,0.695,0.714,8.0,-4.386,1.0,0.0611,0.00374,0.000302,0.177,0.77,116.035,4.0,afrobeat
1CLz0R5abfm5rKzNO6h4MP,Los Amigos Invisibles,Arepa 3000,Domingo Echao,20.0,154906.0,False,0.86,0.457,0.0,-9.046,1.0,0.0702,0.0598,0.584,0.102,0.672,114.972,4.0,afrobeat
6C5bUHukEBdkwYwNFtHWaC,BaianaSystem;Mateus Aleluia,Calundu,Pangeia,19.0,202645.0,False,0.743,0.631,9.0,-7.35,0.0,0.026,0.29,0.752,0.7,0.686,110.034,4.0,afrobeat
60Lqpl9aw7eWRD8KDjzPwO,El Michels Affair,Sounding Out the City,Yennicita,18.0,188960.0,False,0.44,0.682,9.0,-6.555,1.0,0.0575,0.0422,0.907,0.103,0.397,168.385,3.0,afrobeat
0uBOGmKxjIEXUx2pRsxRDB,Voilaaa,Road by hotelF1,C'est le voyage,18.0,257706.0,False,0.868,0.806,2.0,-7.644,1.0,0.0568,0.304,0.0201,0.105,0.941,121.918,4.0,afrobeat
6arJwZcEnNDWG4La4Rs0zl,Orgone,Orgone,Nasty Hats,19.0,218226.0,False,0.745,0.82,7.0,-7.176,1.0,0.0449,0.0177,0.607,0.104,0.962,93.978,4.0,afrobeat
6mCl1YEddP0ZB9xM0UnvGy,Lefties Soul Connection,Hutspot,It's Your Thing / Hey Pocky a-Way,19.0,302506.0,False,0.508,0.882,5.0,-4.505,0.0,0.121,0.0351,0.00264,0.178,0.842,170.223,4.0,afrobeat
5zc9sDB5u1KGA1CF8ej2gY,Hugh Masekela;Black Coffee,Black Coffee,Stimela (Coal Train) - Black Coffee Remix,17.0,452666.0,False,0.818,0.942,9.0,-8.364,0.0,0.0589,0.126,0.546,0.0665,0.735,123.015,4.0,afrobeat
5ye2faNgoLNjbtxQfJqCys,Abayomy Afrobeat Orquestra,Abayomy,Obatalá,17.0,412300.0,False,0.577,0.773,5.0,-5.597,0.0,0.0525,0.0709,0.00663,0.071,0.469,93.111,4.0,afrobeat
5HXiUV3myUIJbC2v1zs282,Cymande,Promised Heights,Losin' Ground,18.0,263400.0,False,0.77,0.3,0.0,-14.659,1.0,0.237,0.232,7.92e-05,0.104,0.707,93.169,4.0,afrobeat
0bF5cHljGnTv14Rio2BBGL,The Dynamics,Version Excursions,The Creator Has a Masterplan,18.0,293626.0,False,0.781,0.601,8.0,-7.788,1.0,0.0286,0.322,0.0028,0.0933,0.822,121.001,4.0,afrobeat
4Ygli0ds2PASXt19mG4j8m,Los Amigos Invisibles,Arepa 3000,Arepa 3000,20.0,155173.0,False,0.661,0.877,5.0,-6.969,1.0,0.0326,0.0252,0.729,0.161,0.911,110.111,3.0,afrobeat
0CbNE0yI2EZv9uIwXnP4p5,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),El valle de las leñas amarillas,18.0,353946.0,False,0.794,0.4,2.0,-9.849,1.0,0.034,0.855,0.55,0.141,0.437,108.622,3.0,afrobeat
3zkJuZ7sP69YTS3h8VNVME,BaianaSystem;Mahal Pita,Outras Cidades,Playsom (Mahal Pita Remix),20.0,155853.0,False,0.696,0.686,7.0,-8.207,1.0,0.0653,0.00899,0.000956,0.116,0.477,128.102,4.0,afrobeat
3Rx4fQLLlupxqm3inilnhd,Jor'dan Armstrong;Tim Bowman Jr.,Blsd (Deluxe),Pull Me Through,19.0,242428.0,False,0.669,0.754,5.0,-4.809,0.0,0.0875,0.339,0.0,0.646,0.543,118.091,4.0,afrobeat
6Io6ZmvDOYKm0WM8LY8l9b,Ricardo Lemvo,Shall We Salsa,Tata Masamba,18.0,284826.0,False,0.807,0.696,0.0,-8.106,0.0,0.0341,0.714,4.57e-06,0.247,0.931,91.029,4.0,afrobeat
6BOncpUpOAP1kKJO13gOkA,The Bamboos,Rawville,My Baby's Cheating - I Sure Got the Feeling,19.0,223280.0,False,0.716,0.947,7.0,-6.244,1.0,0.0761,0.0548,0.000769,0.345,0.805,101.628,4.0,afrobeat
38raqcTQ3GEuJ48yBWoJaX,Orgone,Orgone,Karma Sutra,19.0,228173.0,False,0.651,0.949,6.0,-5.316,0.0,0.0497,0.019,0.85,0.11,0.963,98.336,4.0,afrobeat
61h8qyAeuCoAPQEMhAcZWf,Femi Kuti,Hôtel Costes 2 La Suite,Sorry Sorry - Old School Afro Dub,18.0,444159.0,False,0.763,0.871,4.0,-8.779,0.0,0.055,0.0238,0.14,0.438,0.618,101.199,4.0,afrobeat
2ZOMnAID3cCIrboS3rWhqx,BaianaSystem,BaianaSystem,Vinheta Baiana,19.0,82760.0,False,0.427,0.59,9.0,-12.379,0.0,0.0645,0.82,0.834,0.241,0.722,121.578,4.0,afrobeat
7gZlWT3hzZnNJa6Zo45POE,The Shaolin Afronauts,Follow the Path,Baie de Sangareya,18.0,254106.0,False,0.605,0.74,5.0,-7.875,0.0,0.0385,0.0772,0.911,0.194,0.745,102.605,4.0,afrobeat
0y3MztD4t3mIPJdKTzYI2Z,Newen Afrobeat,Newen Afrobeat,P.D.T.N. (Prostituto de Transnacional),18.0,402386.0,False,0.68,0.777,5.0,-5.853,0.0,0.0317,0.0808,0.522,0.161,0.425,105.052,3.0,afrobeat
7qGrjVQQmh6blinO4DyK3c,Fela Kuti,The Best of the Black President,Lady,18.0,828586.0,False,0.747,0.858,1.0,-8.081,1.0,0.0544,0.302,8.49e-05,0.115,0.536,106.693,4.0,afrobeat
1AkJ0KWEvJaziCj9XIdt1v,Manoel Cordeiro,Manoel Cordeiro & Sonora Amazônia,Cumbia da Simone,18.0,184832.0,False,0.721,0.777,4.0,-5.589,0.0,0.0362,0.504,0.85,0.128,0.782,114.014,4.0,afrobeat
0OZt04ueuAb8LlRdyqY6BP,Orlando Julius;The Heliocentrics,Jaiyede Afro,Love Thy Neighbour,19.0,258333.0,False,0.628,0.93,7.0,-6.005,0.0,0.088,0.00866,0.804,0.103,0.699,108.168,4.0,afrobeat
3wbqAY2w7UZCHbDyqn1ycV,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,Shake It,Taking Me Down,20.0,281986.0,False,0.692,0.854,7.0,-8.608,1.0,0.0804,0.333,0.774,0.265,0.782,95.026,4.0,afrobeat
4ejyjfSHDLKR2AtArlJJ0T,The Poets Of Rhythm,Practice What You Preach,The Plan,18.0,186226.0,False,0.782,0.935,2.0,-5.135,0.0,0.0632,0.127,0.0184,0.17,0.853,123.248,4.0,afrobeat
4eJR8xYDtn8EhS3yUD8S3F,Ondatrópica,Café del Mar XXV (Vol. 25),Cumbia Espacial,20.0,244594.0,False,0.705,0.859,10.0,-9.539,0.0,0.0501,0.373,0.78,0.158,0.754,91.263,4.0,afrobeat
2SxZhIMY31SHc73awIteKR,Metá Metá,MetaL MetaL,Rainha das Cabeças,19.0,230739.0,False,0.359,0.953,0.0,-5.549,1.0,0.0773,0.299,5.97e-05,0.112,0.658,98.935,3.0,afrobeat
13wF870pnYuvSdrCHnqyvf,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Vaivén,19.0,170693.0,False,0.696,0.388,4.0,-9.831,1.0,0.0352,0.902,0.000169,0.154,0.539,155.018,3.0,afrobeat
5KvJ9xhL93jx9Q8IjDUbdw,Orquestra Brasileira de Música Jamaicana,Volume II,Pagode Russo,19.0,146906.0,False,0.751,0.868,10.0,-4.753,0.0,0.032,0.708,0.587,0.116,0.985,150.052,4.0,afrobeat
5MA7jaAdA1oZ2Jcrz5gqaJ,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,Let's Fall in Love,18.0,439280.0,False,0.713,0.958,8.0,-4.755,0.0,0.0605,0.461,0.952,0.109,0.961,131.462,4.0,afrobeat
4HkGf5ZzUMMtN3bgZRGxhh,Plastilina Mosh,Aquamosh,Pornoshop,21.0,211160.0,False,0.635,0.822,2.0,-7.123,0.0,0.0378,0.000989,0.114,0.247,0.601,103.05,4.0,afrobeat
5aESR5wti306SsXUYGkEbU,Jackie Mittoo,The Keyboard King at Studio One,Stereo Freeze,19.0,185506.0,False,0.679,0.648,10.0,-9.967,1.0,0.0424,0.000521,0.0273,0.0871,0.952,102.627,4.0,afrobeat
3NBweAfNWhU9Zu1xDLHAR8,Kutiman;Dekel,My Everything,My Everything,41.0,238577.0,False,0.594,0.552,7.0,-5.97,0.0,0.0254,0.105,0.000816,0.1,0.52,110.038,4.0,afrobeat
1Trsjxw3OfwzIVsSuItgIa,Limoblaze;Johnny Drille,This Loving,This Loving,38.0,156831.0,False,0.564,0.483,11.0,-7.82,0.0,0.167,0.53,3.09e-06,0.0679,0.569,101.095,4.0,afrobeat
5rJSFuBV3QBGTrywHJt5sA,Manu Dibango,African Voodoo,Coconut,44.0,131045.0,False,0.652,0.84,7.0,-7.198,0.0,0.0305,0.145,0.136,0.0468,0.955,113.623,4.0,afrobeat
0Wm1tsC40GiduI9BgTcGDv,La Cumbia Chicharra,El Grito,¿ Quien Es ?,17.0,204360.0,False,0.79,0.647,10.0,-9.688,0.0,0.0475,0.602,0.862,0.0605,0.967,93.99,4.0,afrobeat
0oBjCx63OwKT7anxNGO48A,Limoblaze;Ada Ehi,God's Favourite Baby,Good God,37.0,215733.0,False,0.285,0.513,0.0,-7.324,1.0,0.0545,0.656,0.0,0.127,0.221,82.303,4.0,afrobeat
2Yayy5TW88lYwaA2ILPdix,TJ Cream;First Fire;Marko,Everyday,Everyday,17.0,188683.0,False,0.522,0.727,6.0,-5.118,1.0,0.0965,0.633,0.0,0.366,0.714,93.37,4.0,afrobeat
6aM1dvHvOjUSNbWsp3zLdJ,Rehmahz;Limoblaze,Victory,Victory,18.0,216868.0,False,0.672,0.437,2.0,-8.284,0.0,0.336,0.486,0.0,0.149,0.411,126.599,5.0,afrobeat
5CWqahxkgdxav7Exsx6qZ9,Elikem Kofi,Highly Confidential,Fever,17.0,200124.0,False,0.766,0.696,4.0,-7.859,0.0,0.128,0.0988,4.73e-05,0.557,0.521,107.977,4.0,afrobeat
2yLm7Y9foI71By8rAdYsFE,Dos Santos,Dos Santos,El Pescador,17.0,213186.0,False,0.562,0.722,4.0,-5.625,0.0,0.028,0.0132,0.897,0.114,0.887,100.747,4.0,afrobeat
5pptzEI1LJFtNrhFDH8Vet,Angeloh,Highway,What You Want,17.0,237918.0,False,0.77,0.584,4.0,-5.837,0.0,0.102,0.288,0.0,0.0926,0.669,114.96,4.0,afrobeat
5w7p6ON8mq80UkYrpg88S6,Zé Bigode Orquestra,Tikulafe,Tikulafe,17.0,295219.0,False,0.641,0.77,11.0,-8.25,0.0,0.0394,0.0631,0.549,0.108,0.643,121.956,4.0,afrobeat
1r3UZRusrbX8rz9YdWj6rx,Whitefield Brothers,In The Raw,Yakuba,18.0,194813.0,False,0.809,0.946,6.0,-4.464,1.0,0.0617,0.192,0.798,0.0577,0.911,90.73,4.0,afrobeat
6ysVxh7xhytlvlawdKCklQ,Orquestra Voadora,Ferro Velho,Amor,18.0,197746.0,False,0.664,0.875,5.0,-4.688,1.0,0.139,0.0917,0.449,0.132,0.626,104.925,4.0,afrobeat
18OzYEBhFuusiRbvkhf6Zl,Menahan Street Band,Make the Road By Walking,Make the Road By Walking,51.0,183213.0,False,0.615,0.76,10.0,-8.393,0.0,0.0317,0.0186,0.053,0.0825,0.902,90.847,4.0,afrobeat
5gDTvqxpIAAAXLIUPYKsTM,Limoblaze,Blind,Eledumare,17.0,200412.0,False,0.709,0.854,11.0,-5.016,0.0,0.247,0.492,0.0,0.11,0.816,103.018,4.0,afrobeat
4K42ppHKqdf3798vUg1ult,Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,AJO,Awo,17.0,494532.0,False,0.594,0.716,11.0,-6.656,0.0,0.0472,0.217,0.0533,0.0539,0.931,133.407,4.0,afrobeat
1GXMf1AsiM1cdMMCtsffa1,Orgone,The Killion Floor,Do Your Thing,18.0,241200.0,False,0.586,0.702,4.0,-6.324,0.0,0.0482,0.553,0.00312,0.0943,0.69,143.434,4.0,afrobeat
0bIcfdH8VWCXcR0KNjDRF2,Chief Checker,Nigeria 70 - Lagos Jump,Africa Irie,17.0,342013.0,False,0.745,0.587,9.0,-8.101,0.0,0.163,0.0329,0.273,0.0922,0.86,131.977,4.0,afrobeat
60xdLXU4rTPmPTPrfelJDf,Mandrill,Mandrill Is,I Refuse To Smile,18.0,247760.0,False,0.544,0.697,4.0,-7.36,0.0,0.0323,0.205,0.000121,0.193,0.654,87.557,4.0,afrobeat
78DMTISae46jqQmAAYHjJo,Zé Bigode Orquestra,Clube da Fumaça,Vai C Bom,18.0,193887.0,False,0.615,0.874,7.0,-6.186,0.0,0.0531,0.176,1.66e-05,0.0536,0.389,189.944,4.0,afrobeat
0SOmYqBeGm7Hrd0lXseV2e,Criolo,Ainda Há Tempo,Ainda Há Tempo,18.0,318360.0,False,0.58,0.8,6.0,-7.528,1.0,0.345,0.281,0.0,0.0708,0.483,81.303,4.0,afrobeat
2Szjsv5SLiGyCPAraUnNvk,Gyedu-Blay Ambolley,Ketan,Ketan,17.0,357074.0,False,0.644,0.823,10.0,-6.564,1.0,0.0518,0.145,0.194,0.12,0.508,104.967,4.0,afrobeat
3iRkhxe3TU2fiwOLRJWzwx,Jor'dan Armstrong,CHURCH GIRLS LOVE R&B,WRONGS,18.0,192277.0,False,0.534,0.631,11.0,-8.067,0.0,0.119,0.272,0.0,0.0961,0.506,126.018,4.0,afrobeat
71JFDYGUhoBkH4w4CPMlUf,Lo'Jo;Vincent Ségal;Robert Wyatt,Cinéma El Mundo,Tout est fragile,17.0,255735.0,False,0.66,0.57,0.0,-8.677,1.0,0.0612,0.473,0.0,0.0687,0.808,120.104,4.0,afrobeat
3pbjRPcTq1UXgojOXxtkm4,Ikebe Shakedown,Ikebe Shakedown,Don't Contradict,17.0,236053.0,False,0.776,0.961,10.0,-5.986,0.0,0.0406,0.53,0.905,0.0897,0.942,136.005,4.0,afrobeat
0JPGmJFun8zJ7c15Stj6Sk,Pat Kalla;Le Super Mojo,Hymne à la vie,Président,17.0,347772.0,False,0.774,0.719,10.0,-8.976,0.0,0.0486,0.0181,0.128,0.0781,0.89,132.025,4.0,afrobeat
0dHPFpfkj1PamVC5agtPkt,The Shaolin Afronauts,Follow the Path,Sissoko,17.0,246106.0,False,0.705,0.547,11.0,-9.558,0.0,0.0391,0.025,0.807,0.0814,0.655,120.336,4.0,afrobeat
3soJuLHTbi96kVgbLTKyeH,Ikebe Shakedown,Ikebe Shakedown,Five Points,17.0,203760.0,False,0.511,0.678,5.0,-9.048,1.0,0.0775,0.0387,0.926,0.0543,0.83,82.041,4.0,afrobeat
4VlJMfwRPnJHZ60TDZDshW,Jor'dan Armstrong,52 Weeks of Summer,Came Up,19.0,199876.0,False,0.72,0.441,5.0,-9.626,0.0,0.172,0.668,3.96e-05,0.116,0.309,96.01,4.0,afrobeat
7cROqgeNkyYTMdQ5u5moGS,Cymande,Second Time Round,For Baby Ooh,18.0,137400.0,False,0.817,0.211,9.0,-16.785,1.0,0.136,0.948,2.62e-06,0.11,0.71,112.21,4.0,afrobeat
0y5kQLkbgdCq6ezuXhaT4b,Samuca e a Selva,Coragem,Coragem,17.0,268181.0,False,0.802,0.644,9.0,-6.115,0.0,0.0511,0.0866,2.38e-06,0.529,0.813,124.029,4.0,afrobeat
4cAKvnal7hgdawfCUOIx0T,El Michels Affair,Loose Change,Yennicita - Alternate Version,18.0,184560.0,False,0.619,0.585,2.0,-11.715,1.0,0.106,0.00463,0.882,0.35,0.642,167.942,4.0,afrobeat
7dUyPK22oxzTZ6NQKj1t4N,BaianaSystem,Lucro/Descomprimindo,Lucro/Descomprimindo,19.0,246280.0,False,0.713,0.825,9.0,-5.44,0.0,0.0335,0.147,0.00095,0.212,0.68,100.04,4.0,afrobeat
6ijWDxNwRbDbxh4QqxkRak,The Mauskovic Dance Band,Down in the Basement - EP,Tuto Bay,18.0,209805.0,False,0.716,0.511,6.0,-12.005,0.0,0.0792,0.00678,0.906,0.0633,0.929,133.028,4.0,afrobeat
3au2mSWBCtWcWsXUdx6WrH,Ernest Ranglin,Surfside,Surfing,19.0,225133.0,False,0.793,0.436,0.0,-7.624,0.0,0.0666,0.132,0.0143,0.0651,0.821,142.011,4.0,afrobeat
4OnPHIPgUZq569yffEjt2G,Afrocidade,Afrocidade na Pista,Caju,18.0,31824.0,False,0.343,0.472,4.0,-17.477,0.0,0.401,0.314,2.26e-06,0.866,0.764,93.945,3.0,afrobeat
0YHoJxHfIM1vW9APg2nDCw,Orchestra Baobab,Bamba,Boulmamine,18.0,355933.0,False,0.649,0.618,9.0,-11.815,0.0,0.0418,0.737,0.163,0.098,0.752,139.307,4.0,afrobeat
188TDPhgzmi4Aul27nWlEf,The Bamboos,Tighten Up - Single,Tighten Up,18.0,230960.0,False,0.569,0.949,0.0,-4.694,1.0,0.0502,0.0224,0.862,0.0701,0.968,131.921,4.0,afrobeat
3EtsTQGKkUXaGDmMi7GRfD,BaianaSystem;Claudia Manzo,ATO 3: América do Sol,Capucha,20.0,174680.0,False,0.737,0.934,7.0,-4.171,1.0,0.147,0.162,6.58e-05,0.233,0.614,104.965,4.0,afrobeat
1kDAQBl23CrUwt7FQOB8ef,Newen Afrobeat,Curiche,Voráz,18.0,327493.0,False,0.679,0.774,1.0,-8.074,1.0,0.0467,0.218,0.183,0.087,0.932,145.009,4.0,afrobeat
3ZucFCxCGG9Jv1xuPJQF6t,BaianaSystem;ÀTTØØXXÁ,Outras Cidades,Calamatraca (ÀTTØØXXÁ Remix),19.0,182773.0,False,0.748,0.626,4.0,-6.909,0.0,0.212,0.0135,4.66e-05,0.0385,0.44,149.933,4.0,afrobeat
3hefAnE3N74TyKr9IB5LRf,Breakestra,Dusk Till Dawn,Back At The Boathouse,18.0,171704.0,False,0.763,0.925,11.0,-3.819,0.0,0.0406,0.0533,0.893,0.102,0.761,98.51,4.0,afrobeat
3mDXkZA0M9fmPU74QhmbgT,Newen Afrobeat,No Les Creeré,No Les Creeré,18.0,258662.0,False,0.746,0.829,1.0,-6.49,0.0,0.0603,0.153,4.9e-05,0.144,0.834,117.714,4.0,afrobeat
4JiXeUJqbIroO8Llxgjxwg,The Budos Band,Burnt Offering,Tomahawk,19.0,209213.0,False,0.514,0.85,9.0,-6.281,0.0,0.0371,0.00179,0.804,0.358,0.684,110.897,3.0,afrobeat
5sJFoe1ln1AzL3wr5AebUo,William Onyeabor,Atomic Bomb,Atomic Bomb,17.0,480146.0,False,0.761,0.382,1.0,-8.703,1.0,0.035,0.0279,0.00676,0.0562,0.966,116.887,4.0,afrobeat
1ckR3uxg55MdmCJPL2vWrT,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 1,Esto Es Lo Que Hay,20.0,445727.0,False,0.589,0.789,8.0,-7.194,1.0,0.0697,0.496,0.00134,0.771,0.312,104.178,4.0,afrobeat
4ApDoilVOSDv95B0pssAHy,Plastilina Mosh,All U Need Is Mosh,Jonaz Goes to Hollywood,21.0,244786.0,False,0.677,0.925,4.0,-5.607,0.0,0.343,0.178,6.78e-06,0.186,0.396,102.52,4.0,afrobeat
47uN75sZhcmhu947dzPkuo,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Edén,18.0,177946.0,False,0.643,0.311,6.0,-12.188,1.0,0.0671,0.921,0.0477,0.111,0.773,137.278,4.0,afrobeat
3N9qP0bV95JnvDvicZCIKQ,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Equipaje,18.0,239360.0,False,0.785,0.393,4.0,-9.533,1.0,0.0429,0.928,0.218,0.0978,0.333,126.776,4.0,afrobeat
77R3mOaInbXGRjTjWlwjug,Hugh Masekela,60's Gold,Grazing In The Grass,19.0,156946.0,False,0.673,0.697,5.0,-6.953,1.0,0.0271,0.518,0.831,0.256,0.911,107.46,4.0,afrobeat
1B6d6tSoQTZyYalEFVu86p,Eben;Nathaniel Bassey,No One Like You,No One Like You,40.0,317675.0,False,0.652,0.529,10.0,-5.761,1.0,0.0464,0.357,2.05e-05,0.235,0.488,129.861,4.0,afrobeat
5aJI7OzC1n3XKVLgYAxgwj,Bacao Rhythm & Steel Band,55,PIMP,49.0,194972.0,False,0.672,0.858,3.0,-5.233,0.0,0.145,0.456,0.811,0.104,0.963,166.689,4.0,afrobeat
0z9GDwllWJctFf1u4b3QhZ,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),Zaharila,31.0,221097.0,False,0.378,0.596,0.0,-6.61,1.0,0.0316,0.0788,0.000628,0.488,0.501,81.873,4.0,afrobeat
1k3QxdsAYJMstaAV31ssId,The Poets Of Rhythm,Discern / Define,Plus Plus,17.0,306160.0,False,0.723,0.722,0.0,-7.085,0.0,0.0708,0.0218,0.686,0.219,0.604,95.558,4.0,afrobeat
78UQDRUSnojL4fbcXNFSzQ,Jor'dan Armstrong,Blsd,Favor,18.0,277600.0,False,0.467,0.615,1.0,-6.037,1.0,0.0686,0.0881,0.0,0.194,0.45,142.076,4.0,afrobeat
5RfNONcEtbhBEGwAiDjoEv,Ocote Soul Sounds;Chico Mann;Quantic,A Pesar La Vida / Not Yet,A Pesar La Vida,18.0,197500.0,False,0.496,0.753,9.0,-6.673,0.0,0.139,0.0204,0.0547,0.363,0.456,99.876,4.0,afrobeat
2lR5gm2BEy1PFxPSuyTWBU,Morbo y Mambo,Boa,442,17.0,354253.0,False,0.558,0.819,7.0,-4.246,1.0,0.0401,0.000621,0.921,0.0898,0.276,132.005,4.0,afrobeat
7znOiQvrH4BlKqL7asr54l,The Sorcerers,In Search of the Lost City of the Monkey God,The People of the Forest,17.0,223619.0,False,0.86,0.548,10.0,-7.875,1.0,0.107,0.573,0.859,0.162,0.905,138.786,4.0,afrobeat
1JBy48ChNqcBo6VDqD9f7y,TJ Cream;Beloved Music,Wisdom Seeker,Wisdom Seeker,18.0,223529.0,False,0.825,0.68,6.0,-6.816,0.0,0.156,0.135,0.0,0.109,0.722,96.029,4.0,afrobeat
672sXt55h2Ol2MTcbKR5Sw,Manu Dibango,African Voodoo,Groovy Flute,47.0,153097.0,False,0.678,0.845,3.0,-9.412,1.0,0.0392,0.791,0.782,0.0637,0.965,104.653,4.0,afrobeat
6cPzGLgdF4KW6U4Yr5AdTX,Marizu,Amazing,Amazing,17.0,183946.0,False,0.508,0.483,10.0,-6.883,0.0,0.0418,0.639,0.0,0.0902,0.523,133.207,5.0,afrobeat
